bnhm_id	ScientificName	ColloquialName	Kingdom	Phylum	Class	Subclass	Ordr	Suborder	Family	Superfamily	Subfamily	Tribe	Subtribe	Genus	Subgenus	SpecificEpithet	SubspecificEpithet	Taxon_Certainty	ScientificNameAuthor	IdentificationQualifier	IdentifiedBy	YearIdentified	MonthIdentified	DayIdentified	PreviousID	InstitutionCode	CollectionCode	CatalogNumberNumeric	AccessionNumber	Collector	Collector2	Collector3	Collector4	Collector5	CollectorNumber	YearCollected	MonthCollected	DayCollected	YearCollected2	MonthCollected2	DayCollected2	VerbatimCollectingLabel	VerbatimIDLabel	CollectingLabelNotes	TimeofDay	ContinentOcean	IslandGroup	Island	Country	StateProvince	County	Locality	DecimalLongitude	DecimalLatitude	HorizontalDatum	OriginalCoordSystem	VerbatimLongitude	VerbatimLatitude	MaxErrorInMeters	MinElevationMeters	MaxElevationMeters	ElevationText	MinDepthMeters	MaxDepthMeters	DepthText	GeorefReference	Lat_Long_Determined_By	Lat_Long_Determined_Date	GeorefRemarks	DateFirstEntered	EnteredBy	DateLastModified	ModifiedBy	ModifyReason	TypeStatus	Caste	LifeStage	IndividualCount	NumMales	NumFemales	NumOther	Parts	PreparationType	BasisOfRecord	Habitat	MicroHabitat	Associated_Taxon	Association_Type	OtherCatalogNumbers	RelatedCatalogItem	LoanNumber	Notes	DNASequenceNo	RecheckFlag	Collectors_Loc	Collectors_ID	HoldingInstitution	Coll_EventID	Collection_Method	parent_record	child_exists	ProjectName	
EMEC555170	Bombus fervidus		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		fervidus										EMEC		555170		J. R. Powers						2000	8	18											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555171	Bombus fervidus		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		fervidus										EMEC		555171		J. R. Powers						2000	8	18											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555172	Bombus fervidus		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		fervidus										EMEC		555172		J. R. Powers						2000	8	18											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555173	Bombus fervidus		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		fervidus										EMEC		555173		J. R. Powers						2000	8	18											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555174	Bombus fervidus		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		fervidus										EMEC		555174		J. R. Powers						2000	8	18											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555175	Bombus fervidus		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		fervidus										EMEC		555175		J. R. Powers						2000	8	18											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555176	Bombus fervidus		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		fervidus										EMEC		555176		J. R. Powers						2000	8	18											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555177	Bombus fervidus		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		fervidus										EMEC		555177		J. R. Powers						2000	8	18											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555178	Bombus fervidus		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		fervidus										EMEC		555178		J. R. Powers						2000	8	18											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555179	Bombus fervidus		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		fervidus										EMEC		555179		J. R. Powers						2000	8	18											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555180	Bombus fervidus		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		fervidus										EMEC		555180		J. R. Powers						2000	7	10											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555317	Bombus fervidus		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		fervidus										EMEC		555317		J. R. Powers						2000	9	13											United States	Texas	Presidio County	5 mi E of Marfa	-103.92389	30.28722	WGS1984				500.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555421	Bombus fervidus		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		fervidus										EMEC		555421		J. R. Powers						2000	6	29											United States	North Dakota	Ransom County	7 mi SE of Sheldon	-97.49194	46.58750	WGS1984				2000.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555423	Bombus fervidus		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		fervidus										EMEC		555423		J. R. Powers						2000	8	9											United States	North Dakota	Ransom County	7 mi SE of Sheldon	-97.49194	46.58750	WGS1984				2000.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555470	Bombus fervidus		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		fervidus										EMEC		555470		J. R. Powers						2000	7	6											United States	Minnesota	Becker County	6 mi SW of Detroit Lakes	-95.87556	46.74389	WGS1984				500.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555800	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555800		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555801	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555801		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555802	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555802		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555803	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555803		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555804	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555804		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555805	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555805		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555806	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555806		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555807	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555807		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555808	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555808		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555809	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555809		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555810	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555810		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555811	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555811		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555812	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555812		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555813	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555813		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555814	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555814		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555815	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555815		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555816	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555816		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555817	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555817		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555818	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555818		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555819	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555819		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555820	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555820		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555821	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555821		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555822	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555822		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555823	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555823		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555824	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555824		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555825	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555825		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555826	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555826		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555827	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555827		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555828	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555828		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555829	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555829		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555830	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555830		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555831	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555831		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555832	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555832		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555833	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555833		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555834	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555834		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555835	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555835		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555836	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555836		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555837	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555837		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555838	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555838		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555839	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555839		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555840	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555840		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
